Id,TTCplacement,macaddress,deviceName,CoD,CoDdescription,timestamp,service_Information,service_Telephony,service_ObjectTransfer,service_Capturing,service_Rendering,service_Networking,service_Positioning
181,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:43,0,0,1,0,0,1,0
182,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:43,0,0,1,0,0,1,0
183,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:43,0,0,1,0,0,1,0
184,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:43,0,0,1,0,0,1,0
185,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:43,0,0,1,0,0,1,0
186,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:43,0,0,1,0,0,1,0
187,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:44,0,0,1,0,0,1,0
188,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:44,0,0,1,0,0,1,0
189,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:44,0,0,1,0,0,1,0
190,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:44,0,0,1,0,0,1,0
191,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:44,0,0,1,0,0,1,0
192,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:44,0,0,1,0,0,1,0
193,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:44,0,0,1,0,0,1,0
194,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:44,0,0,1,0,0,1,0
195,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:44,0,0,1,0,0,1,0
196,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:45,0,0,1,0,0,1,0
197,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:45,0,0,1,0,0,1,0
198,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:45,0,0,1,0,0,1,0
199,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:45,0,0,1,0,0,1,0
200,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:45,0,0,1,0,0,1,0
201,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:45,0,0,1,0,0,1,0
202,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:45,0,0,1,0,0,1,0
203,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:45,0,0,1,0,0,1,0
204,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:45,0,0,1,0,0,1,0
205,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:45,0,0,1,0,0,1,0
206,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:46,0,0,1,0,0,1,0
207,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:46,0,0,1,0,0,1,0
208,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:46,0,0,1,0,0,1,0
209,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:46,0,0,1,0,0,1,0
210,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:46,0,0,1,0,0,1,0
211,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:46,0,0,1,0,0,1,0
212,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:46,0,0,1,0,0,1,0
213,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:46,0,0,1,0,0,1,0
214,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:46,0,0,1,0,0,1,0
215,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:46,0,0,1,0,0,1,0
216,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:46,0,0,1,0,0,1,0
217,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:47,0,0,1,0,0,1,0
218,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:47,0,0,1,0,0,1,0
219,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:47,0,0,1,0,0,1,0
220,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:47,0,0,1,0,0,1,0
221,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:47,0,0,1,0,0,1,0
222,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:47,0,0,1,0,0,1,0
223,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:47,0,0,1,0,0,1,0
224,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:47,0,0,1,0,0,1,0
225,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:47,0,0,1,0,0,1,0
226,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:47,0,0,1,0,0,1,0
227,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:47,0,0,1,0,0,1,0
228,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:48,0,0,1,0,0,1,0
229,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:48,0,0,1,0,0,1,0
230,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:48,0,0,1,0,0,1,0
231,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:48,0,0,1,0,0,1,0
232,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:48,0,0,1,0,0,1,0
233,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:48,0,0,1,0,0,1,0
234,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:48,0,0,1,0,0,1,0
235,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:48,0,0,1,0,0,1,0
236,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:48,0,0,1,0,0,1,0
237,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:48,0,0,1,0,0,1,0
238,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:49,0,0,1,0,0,1,0
239,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:49,0,0,1,0,0,1,0
240,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:49,0,0,1,0,0,1,0
241,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:49,0,0,1,0,0,1,0
242,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:49,0,0,1,0,0,1,0
243,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:49,0,0,1,0,0,1,0
244,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:49,0,0,1,0,0,1,0
245,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:49,0,0,1,0,0,1,0
246,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:49,0,0,1,0,0,1,0
247,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:49,0,0,1,0,0,1,0
248,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:50,0,0,1,0,0,1,0
249,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:50,0,0,1,0,0,1,0
250,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:50,0,0,1,0,0,1,0
251,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:50,0,0,1,0,0,1,0
252,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:50,0,0,1,0,0,1,0
253,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:50,0,0,1,0,0,1,0
254,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:50,0,0,1,0,0,1,0
255,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:50,0,0,1,0,0,1,0
256,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:50,0,0,1,0,0,1,0
257,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:50,0,0,1,0,0,1,0
258,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:50,0,0,1,0,0,1,0
259,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:50,0,0,1,0,0,1,0
260,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:51,0,0,1,0,0,1,0
261,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:51,0,0,1,0,0,1,0
262,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:51,0,0,1,0,0,1,0
263,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:51,0,0,1,0,0,1,0
264,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:51,0,0,1,0,0,1,0
265,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:51,0,0,1,0,0,1,0
266,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:51,0,0,1,0,0,1,0
267,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:51,0,0,1,0,0,1,0
268,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:51,0,0,1,0,0,1,0
269,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:51,0,0,1,0,0,1,0
270,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:52,0,0,1,0,0,1,0
271,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:52,0,0,1,0,0,1,0
272,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:52,0,0,1,0,0,1,0
273,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:52,0,0,1,0,0,1,0
274,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:52,0,0,1,0,0,1,0
275,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:52,0,0,1,0,0,1,0
276,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:52,0,0,1,0,0,1,0
277,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:52,0,0,1,0,0,1,0
278,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:53,0,0,1,0,0,1,0
279,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:53,0,0,1,0,0,1,0
280,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:53,0,0,1,0,0,1,0
281,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:53,0,0,1,0,0,1,0
282,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:53,0,0,1,0,0,1,0
283,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:53,0,0,1,0,0,1,0
284,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:53,0,0,1,0,0,1,0
285,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:53,0,0,1,0,0,1,0
286,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:53,0,0,1,0,0,1,0
287,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:54,0,0,1,0,0,1,0
288,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:54,0,0,1,0,0,1,0
289,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:54,0,0,1,0,0,1,0
290,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:54,0,0,1,0,0,1,0
291,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:54,0,0,1,0,0,1,0
292,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:54,0,0,1,0,0,1,0
293,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:54,0,0,1,0,0,1,0
294,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:54,0,0,1,0,0,1,0
295,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:54,0,0,1,0,0,1,0
296,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:54,0,0,1,0,0,1,0
297,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:55,0,0,1,0,0,1,0
298,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:55,0,0,1,0,0,1,0
299,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:55,0,0,1,0,0,1,0
300,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:55,0,0,1,0,0,1,0
301,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:55,0,0,1,0,0,1,0
302,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:55,0,0,1,0,0,1,0
303,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:55,0,0,1,0,0,1,0
304,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:55,0,0,1,0,0,1,0
305,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:55,0,0,1,0,0,1,0
306,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:55,0,0,1,0,0,1,0
307,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:56,0,0,1,0,0,1,0
308,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:56,0,0,1,0,0,1,0
309,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:56,0,0,1,0,0,1,0
310,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:56,0,0,1,0,0,1,0
311,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:56,0,0,1,0,0,1,0
312,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:56,0,0,1,0,0,1,0
313,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:56,0,0,1,0,0,1,0
314,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:56,0,0,1,0,0,1,0
315,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:57,0,0,1,0,0,1,0
316,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:57,0,0,1,0,0,1,0
317,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:57,0,0,1,0,0,1,0
318,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:57,0,0,1,0,0,1,0
319,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:57,0,0,1,0,0,1,0
320,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:57,0,0,1,0,0,1,0
321,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:57,0,0,1,0,0,1,0
322,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:57,0,0,1,0,0,1,0
323,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:57,0,0,1,0,0,1,0
324,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:57,0,0,1,0,0,1,0
325,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:57,0,0,1,0,0,1,0
326,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:57,0,0,1,0,0,1,0
327,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:57,0,0,1,0,0,1,0
328,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:58,0,0,1,0,0,1,0
329,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:58,0,0,1,0,0,1,0
330,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:58,0,0,1,0,0,1,0
331,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:58,0,0,1,0,0,1,0
332,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:58,0,0,1,0,0,1,0
333,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:58,0,0,1,0,0,1,0
334,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:58,0,0,1,0,0,1,0
335,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:58,0,0,1,0,0,1,0
336,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:58,0,0,1,0,0,1,0
337,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:59,0,0,1,0,0,1,0
338,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:59,0,0,1,0,0,1,0
339,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:59,0,0,1,0,0,1,0
340,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:59,0,0,1,0,0,1,0
341,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:59,0,0,1,0,0,1,0
342,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:59,0,0,1,0,0,1,0
343,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:59,0,0,1,0,0,1,0
344,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:59,0,0,1,0,0,1,0
345,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:59,0,0,1,0,0,1,0
346,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 18:59,0,0,1,0,0,1,0
347,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:00,0,0,1,0,0,1,0
348,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:00,0,0,1,0,0,1,0
349,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:00,0,0,1,0,0,1,0
350,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:00,0,0,1,0,0,1,0
351,13YE010,50:C9:71:D9:B4:48,n/a,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:00,0,0,1,0,0,1,0
352,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:00,0,0,1,0,0,1,0
353,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:00,0,0,1,0,0,1,0
354,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:00,0,0,1,0,0,1,0
