Id,TTCplacement,macaddress,deviceName,CoD,CoDdescription,timestamp,service_Information,service_Telephony,service_ObjectTransfer,service_Capturing,service_Rendering,service_Networking,service_Positioning
491,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:13,0,0,1,0,0,1,0
492,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:13,0,0,1,0,0,1,0
493,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:13,0,0,1,0,0,1,0
494,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:13,0,0,1,0,0,1,0
495,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:13,0,0,1,0,0,1,0
496,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 19:14,0,0,1,1,1,0,0
497,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:14,0,0,1,0,0,1,0
498,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 19:14,0,0,1,1,1,0,0
499,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:14,0,0,1,0,0,1,0
500,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 19:14,0,0,1,1,1,0,0
501,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:14,0,0,1,0,0,1,0
502,13YE010,00:17:F2:A0:F8:15,n/a,0x380104,Computer (Desktop workstation),1/26/16 19:14,0,0,1,1,1,0,0
503,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:14,0,0,1,0,0,1,0
504,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:14,0,0,1,0,0,1,0
505,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:14,0,0,1,0,0,1,0
506,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:14,0,0,1,0,0,1,0
507,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:14,0,0,1,0,0,1,0
508,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:14,0,0,1,0,0,1,0
509,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:15,0,0,1,0,0,1,0
510,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:15,0,0,1,0,0,1,0
511,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:15,0,0,1,0,0,1,0
512,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:15,0,0,1,0,0,1,0
513,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:15,0,0,1,0,0,1,0
514,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:15,0,0,1,0,0,1,0
515,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:15,0,0,1,0,0,1,0
516,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:15,0,0,1,0,0,1,0
517,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:15,0,0,1,0,0,1,0
518,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:15,0,0,1,0,0,1,0
519,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:15,0,0,1,0,0,1,0
520,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:16,0,0,1,0,0,1,0
521,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:16,0,0,1,0,0,1,0
522,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:16,0,0,1,0,0,1,0
523,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:16,0,0,1,0,0,1,0
524,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:16,0,0,1,0,0,1,0
525,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:16,0,0,1,0,0,1,0
526,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:16,0,0,1,0,0,1,0
527,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:16,0,0,1,0,0,1,0
528,13YE010,04:88:E2:53:CE:FA,Powerbeats Wireless,0x240418,Audio/Video (Headphones),1/26/16 19:16,0,0,1,0,0,1,0
529,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:16,0,0,1,0,0,1,0
530,13YE010,04:88:E2:53:CE:FA,Powerbeats Wireless,0x240418,Audio/Video (Headphones),1/26/16 19:16,0,0,1,0,0,1,0
531,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:16,0,0,1,0,0,1,0
532,13YE010,04:88:E2:53:CE:FA,Powerbeats Wireless,0x240418,Audio/Video (Headphones),1/26/16 19:16,0,0,1,0,0,1,0
533,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:16,0,0,1,0,0,1,0
534,13YE010,04:88:E2:53:CE:FA,Powerbeats Wireless,0x240418,Audio/Video (Headphones),1/26/16 19:17,0,0,1,0,0,1,0
535,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:17,0,0,1,0,0,1,0
536,13YE010,04:88:E2:53:CE:FA,n/a,0x240418,Audio/Video (Headphones),1/26/16 19:17,0,0,1,0,0,1,0
537,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:17,0,0,1,0,0,1,0
538,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:17,0,0,1,0,0,1,0
539,13YE010,04:88:E2:53:CE:FA,Powerbeats Wireless,0x240418,Audio/Video (Headphones),1/26/16 19:17,0,0,1,0,0,1,0
540,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:17,0,0,1,0,0,1,0
541,13YE010,04:88:E2:53:CE:FA,Powerbeats Wireless,0x240418,Audio/Video (Headphones),1/26/16 19:17,0,0,1,0,0,1,0
542,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:17,0,0,1,0,0,1,0
543,13YE010,04:88:E2:53:CE:FA,n/a,0x240418,Audio/Video (Headphones),1/26/16 19:17,0,0,1,0,0,1,0
544,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:17,0,0,1,0,0,1,0
545,13YE010,04:88:E2:53:CE:FA,Powerbeats Wireless,0x240418,Audio/Video (Headphones),1/26/16 19:17,0,0,1,0,0,1,0
546,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:17,0,0,1,0,0,1,0
547,13YE010,04:88:E2:53:CE:FA,n/a,0x240418,Audio/Video (Headphones),1/26/16 19:17,0,0,1,0,0,1,0
548,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:18,0,0,1,0,0,1,0
549,13YE010,04:88:E2:53:CE:FA,Powerbeats Wireless,0x240418,Audio/Video (Headphones),1/26/16 19:18,0,0,1,0,0,1,0
550,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:18,0,0,1,0,0,1,0
551,13YE010,04:88:E2:53:CE:FA,Powerbeats Wireless,0x240418,Audio/Video (Headphones),1/26/16 19:18,0,0,1,0,0,1,0
552,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:18,0,0,1,0,0,1,0
553,13YE010,04:88:E2:53:CE:FA,n/a,0x240418,Audio/Video (Headphones),1/26/16 19:18,0,0,1,0,0,1,0
554,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:18,0,0,1,0,0,1,0
555,13YE010,04:88:E2:53:CE:FA,Powerbeats Wireless,0x240418,Audio/Video (Headphones),1/26/16 19:18,0,0,1,0,0,1,0
556,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:18,0,0,1,0,0,1,0
557,13YE010,04:88:E2:53:CE:FA,n/a,0x240418,Audio/Video (Headphones),1/26/16 19:18,0,0,1,0,0,1,0
558,13YE010,04:88:E2:53:CE:FA,Powerbeats Wireless,0x240418,Audio/Video (Headphones),1/26/16 19:18,0,0,1,0,0,1,0
559,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:18,0,0,1,0,0,1,0
560,13YE010,04:88:E2:53:CE:FA,Powerbeats Wireless,0x240418,Audio/Video (Headphones),1/26/16 19:19,0,0,1,0,0,1,0
561,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:19,0,0,1,0,0,1,0
562,13YE010,04:88:E2:53:CE:FA,n/a,0x240418,Audio/Video (Headphones),1/26/16 19:19,0,0,1,0,0,1,0
563,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:19,0,0,1,0,0,1,0
564,13YE010,04:88:E2:53:CE:FA,n/a,0x240418,Audio/Video (Headphones),1/26/16 19:19,0,0,1,0,0,1,0
565,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:19,0,0,1,0,0,1,0
566,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:19,0,0,1,0,0,1,0
567,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:19,0,0,1,0,0,1,0
568,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:19,0,0,1,0,0,1,0
569,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:19,0,0,1,0,0,1,0
570,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:19,0,0,1,0,0,1,0
571,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:19,0,0,1,0,0,1,0
572,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:19,0,0,1,0,0,1,0
573,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:20,0,0,1,0,0,1,0
574,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:20,0,0,1,0,0,1,0
575,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:20,0,0,1,0,0,1,0
576,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:20,0,0,1,0,0,1,0
577,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:20,0,0,1,0,0,1,0
578,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:20,0,0,1,0,0,1,0
579,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:20,0,0,1,0,0,1,0
580,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:20,0,0,1,0,0,1,0
581,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:20,0,0,1,0,0,1,0
582,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:20,0,0,1,0,0,1,0
583,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:21,0,0,1,0,0,1,0
584,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:21,0,0,1,0,0,1,0
585,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:21,0,0,1,0,0,1,0
586,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:21,0,0,1,0,0,1,0
587,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:21,0,0,1,0,0,1,0
588,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:21,0,0,1,0,0,1,0
589,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:21,0,0,1,0,0,1,0
590,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:21,0,0,1,0,0,1,0
591,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:21,0,0,1,0,0,1,0
592,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:21,0,0,1,0,0,1,0
593,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:21,0,0,1,0,0,1,0
594,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:21,0,0,1,0,0,1,0
595,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:21,0,0,1,0,0,1,0
596,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:22,0,0,1,0,0,1,0
597,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:22,0,0,1,0,0,1,0
598,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:22,0,0,1,0,0,1,0
599,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:22,0,0,1,0,0,1,0
600,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:22,0,0,1,0,0,1,0
601,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:22,0,0,1,0,0,1,0
602,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:22,0,0,1,0,0,1,0
603,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:22,0,0,1,0,0,1,0
604,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:22,0,0,1,0,0,1,0
605,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:22,0,0,1,0,0,1,0
606,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:23,0,0,1,0,0,1,0
607,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:23,0,0,1,0,0,1,0
608,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:23,0,0,1,0,0,1,0
609,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:23,0,0,1,0,0,1,0
610,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:23,0,0,1,0,0,1,0
611,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:23,0,0,1,0,0,1,0
612,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:23,0,0,1,0,0,1,0
613,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:23,0,0,1,0,0,1,0
614,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:23,0,0,1,0,0,1,0
615,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:23,0,0,1,0,0,1,0
616,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:23,0,0,1,0,0,1,0
617,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:23,0,0,1,0,0,1,0
618,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:23,0,0,1,0,0,1,0
619,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:24,0,0,1,0,0,1,0
620,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:24,0,0,1,0,0,1,0
621,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:24,0,0,1,0,0,1,0
622,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:24,0,0,1,0,0,1,0
623,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:24,0,0,1,0,0,1,0
624,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:24,0,0,1,0,0,1,0
625,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:24,0,0,1,0,0,1,0
626,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:24,0,0,1,0,0,1,0
627,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:24,0,0,1,0,0,1,0
628,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:24,0,0,1,0,0,1,0
629,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:25,0,0,1,0,0,1,0
630,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:25,0,0,1,0,0,1,0
631,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:25,0,0,1,0,0,1,0
632,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:25,0,0,1,0,0,1,0
633,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:25,0,0,1,0,0,1,0
634,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:25,0,0,1,0,0,1,0
635,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:25,0,0,1,0,0,1,0
636,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:25,0,0,1,0,0,1,0
637,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:25,0,0,1,0,0,1,0
638,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:25,0,0,1,0,0,1,0
639,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:25,0,0,1,0,0,1,0
640,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:25,0,0,1,0,0,1,0
641,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:25,0,0,1,0,0,1,0
642,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:26,0,0,1,0,0,1,0
643,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:26,0,0,1,0,0,1,0
644,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:26,0,0,1,0,0,1,0
645,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:26,0,0,1,0,0,1,0
646,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:26,0,0,1,0,0,1,0
647,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:26,0,0,1,0,0,1,0
648,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:26,0,0,1,0,0,1,0
649,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:26,0,0,1,0,0,1,0
650,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:26,0,0,1,0,0,1,0
651,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:26,0,0,1,0,0,1,0
652,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:26,0,0,1,0,0,1,0
653,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:27,0,0,1,0,0,1,0
654,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:27,0,0,1,0,0,1,0
655,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:27,0,0,1,0,0,1,0
656,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:27,0,0,1,0,0,1,0
657,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:27,0,0,1,0,0,1,0
658,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:27,0,0,1,0,0,1,0
659,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:27,0,0,1,0,0,1,0
660,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:27,0,0,1,0,0,1,0
661,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:27,0,0,1,0,0,1,0
662,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:27,0,0,1,0,0,1,0
663,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:27,0,0,1,0,0,1,0
664,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:27,0,0,1,0,0,1,0
665,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:27,0,0,1,0,0,1,0
666,13YE010,50:C9:71:D9:B4:48,JABRA EASYVOICE,0x240404,Audio/Video (Wearable Headset Device),1/26/16 19:28,0,0,1,0,0,1,0
